"Date","Price","Open","High","Low","Vol.","Change %"
"30/07/2020","42.06","40.44","43.31","39.99","","6.27%"
"29/07/2020","39.58","41.09","44.80","36.58","","-3.67%"
"28/07/2020","41.09","41.37","41.96","40.13","","-0.68%"
"27/07/2020","41.37","42.35","43.33","41.20","","-2.31%"
"24/07/2020","42.35","43.83","44.75","42.03","","-3.38%"
"23/07/2020","43.83","41.30","44.19","40.10","","6.13%"
"22/07/2020","41.30","41.10","44.24","39.87","","0.49%"
"21/07/2020","41.10","42.59","42.59","38.60","","-3.50%"
"20/07/2020","42.59","40.22","42.70","39.53","","5.89%"
"17/07/2020","40.22","46.12","46.12","38.67","","-12.79%"
"16/07/2020","46.12","47.05","51.04","45.09","","-1.98%"
"15/07/2020","47.05","53.04","53.04","46.10","","-11.29%"
"14/07/2020","53.04","53.41","55.49","51.27","","-0.69%"
"13/07/2020","53.41","50.68","54.97","49.46","","7.44%"
"10/07/2020","49.71","53.77","55.59","48.62","","-7.55%"
"09/07/2020","53.77","48.85","54.33","48.85","","10.07%"
"08/07/2020","48.85","51.39","51.39","48.30","","-4.94%"
"07/07/2020","51.39","50.73","51.91","50.04","","1.30%"
"06/07/2020","50.73","51.29","54.08","49.64","","-1.09%"
"02/07/2020","51.29","53.43","53.43","46.62","","-4.01%"
"01/07/2020","53.43","57.66","57.66","53.33","","-7.34%"
"30/06/2020","57.66","60.04","61.16","52.33","","-3.96%"
"29/06/2020","60.04","63.69","64.23","59.95","","-5.73%"
"26/06/2020","63.69","62.69","66.13","61.19","","1.60%"
"25/06/2020","62.69","64.96","70.13","61.78","","-3.49%"
"24/06/2020","64.96","58.83","64.96","57.86","","10.42%"
"23/06/2020","58.83","56.76","59.15","53.76","","3.65%"
"22/06/2020","56.76","59.66","60.27","55.93","","-3.35%"
"19/06/2020","58.73","61.35","61.35","55.42","","-4.27%"
"18/06/2020","61.35","61.45","63.48","59.86","","-0.16%"
"17/06/2020","61.45","68.42","69.46","60.70","","-7.77%"
"16/06/2020","66.63","75.40","75.40","57.83","","-2.17%"
"15/06/2020","68.11","70.22","81.38","66.22","","-3.00%"
"12/06/2020","70.22","70.88","71.93","62.78","","0.37%"
"11/06/2020","69.96","76.84","76.84","64.60","","10.94%"
"10/06/2020","63.06","67.28","69.36","62.48","","-6.94%"
"09/06/2020","67.76","67.24","69.14","64.27","","0.77%"
"08/06/2020","67.24","64.20","71.29","63.88","","4.74%"
"05/06/2020","64.20","60.39","64.89","57.72","","-1.43%"
"04/06/2020","65.13","66.46","66.93","63.07","","-0.91%"
"03/06/2020","65.73","65.69","66.77","61.48","","1.58%"
"02/06/2020","64.71","64.38","66.30","62.29","","0.51%"
"01/06/2020","64.38","72.40","72.48","64.38","","-7.01%"
"29/05/2020","69.23","72.48","73.12","67.14","","-5.14%"
"28/05/2020","72.98","73.89","75.30","71.33","","-1.23%"
"27/05/2020","73.89","75.47","76.42","71.62","","-2.09%"
"26/05/2020","75.47","84.98","86.81","73.91","","-11.19%"
"22/05/2020","84.98","89.06","89.06","82.74","","-4.58%"
"21/05/2020","89.06","73.62","92.45","70.34","","20.97%"
"20/05/2020","73.62","73.22","77.41","69.37","","0.55%"
"19/05/2020","73.22","76.14","76.14","71.10","","-3.84%"
"18/05/2020","76.14","76.39","76.80","70.11","","-0.33%"
"15/05/2020","76.39","80.26","82.38","73.30","","-4.57%"
"14/05/2020","80.05","82.83","84.08","73.41","","-3.36%"
"13/05/2020","82.83","86.86","88.73","79.61","","-4.64%"
"12/05/2020","86.86","95.57","96.14","82.98","","-20.83%"
"11/05/2020","109.72","98.70","116.17","90.67","","11.17%"
"08/05/2020","98.70","110.62","116.47","97.50","","-10.78%"
"07/05/2020","110.62","115.39","115.70","103.40","","-4.13%"
"06/05/2020","115.39","101.85","122.17","99.03","","18.63%"
"05/05/2020","97.27","97.42","103.74","89.67","","-0.15%"
"04/05/2020","97.42","110.18","112.03","96.61","","-11.58%"
"01/05/2020","110.18","104.98","112.45","104.88","","4.95%"
"30/04/2020","104.98","97.07","107.80","93.80","","-46.33%"
"29/04/2020","195.59","198.77","198.77","195.59","","-1.60%"
"28/04/2020","198.77","185.74","326.73","144.55","","7.17%"
"27/04/2020","185.47","173.53","227.40","173.53","","6.88%"
"24/04/2020","173.53","211.00","216.23","137.18","","-17.76%"
"23/04/2020","211.00","205.71","289.43","205.64","","-10.90%"
"22/04/2020","236.80","234.66","320.31","176.72","","-27.17%"
"21/04/2020","325.15","226.13","517.19","213.59","","43.79%"
"20/04/2020","226.13","95.91","237.87","95.91","","135.77%"
"17/04/2020","95.91","115.10","121.94","90.56","","-16.67%"
"16/04/2020","115.10","129.25","129.25","105.59","","-4.39%"
"15/04/2020","120.38","113.11","142.15","98.34","","4.24%"
"14/04/2020","115.48","108.06","130.77","106.37","","0.91%"
"13/04/2020","114.44","129.88","141.63","110.15","","-11.89%"
"09/04/2020","129.88","139.33","251.24","111.80","","-8.19%"
"08/04/2020","141.46","133.63","148.15","125.01","","1.67%"
"07/04/2020","139.13","130.53","141.93","124.93","","-3.51%"
"06/04/2020","144.19","141.68","153.86","131.03","","1.77%"
"03/04/2020","141.68","148.69","152.81","134.45","","-12.89%"
"02/04/2020","162.65","165.48","189.12","113.08","","2.31%"
"01/04/2020","158.98","156.11","174.69","142.38","","-6.78%"
"31/03/2020","170.55","162.22","205.46","146.66","","-2.11%"
"30/03/2020","174.22","145.08","182.20","141.18","","-0.94%"
"27/03/2020","175.88","158.67","175.88","140.68","","17.21%"
"26/03/2020","150.06","149.78","155.43","134.28","","4.19%"
"25/03/2020","144.03","154.71","177.07","138.66","","-15.70%"
"24/03/2020","170.86","167.26","202.63","162.11","","-7.98%"
"23/03/2020","185.68","190.08","222.83","182.05","","-2.31%"
"20/03/2020","190.08","161.67","212.51","155.05","","15.86%"
"19/03/2020","164.06","157.00","178.88","147.20","","-1.64%"
"18/03/2020","166.79","135.76","312.19","135.76","","25.10%"
"17/03/2020","133.32","138.74","138.74","119.33","","3.75%"
"16/03/2020","128.50","118.29","254.79","118.29","","8.46%"
"13/03/2020","118.48","123.45","334.40","92.54","","-4.03%"
"12/03/2020","123.45","105.25","140.73","96.40","","17.29%"
"11/03/2020","105.25","92.93","139.64","92.93","","13.26%"
"10/03/2020","92.93","115.92","282.45","92.48","","-19.83%"
"09/03/2020","115.92","134.62","270.45","107.85","","78.28%"
"06/03/2020","65.02","56.04","66.41","56.04","","23.66%"
"05/03/2020","52.58","50.23","53.26","45.79","","3.93%"
"04/03/2020","50.59","50.80","52.56","43.73","","-0.41%"
"03/03/2020","50.80","48.33","69.36","45.01","","5.11%"
"02/03/2020","48.33","45.06","54.73","44.29","","-5.70%"
"28/02/2020","51.25","49.42","57.26","44.81","","3.70%"
"27/02/2020","49.42","43.40","61.98","43.40","","13.87%"
"26/02/2020","43.40","42.50","45.35","40.52","","2.12%"
"25/02/2020","42.50","39.53","44.35","38.73","","7.51%"
"24/02/2020","39.53","35.87","42.16","35.87","","10.20%"
"21/02/2020","35.87","34.99","36.85","34.87","","8.17%"
"20/02/2020","33.16","32.27","34.08","31.25","","2.76%"
"19/02/2020","32.27","33.47","33.47","31.08","","-3.59%"
"18/02/2020","33.47","35.93","36.36","33.46","","-6.85%"
"14/02/2020","35.93","35.84","35.93","35.84","","0.25%"
"13/02/2020","35.84","35.58","37.81","34.55","","0.73%"
"12/02/2020","35.58","37.52","37.52","34.72","","-5.17%"
"11/02/2020","37.52","39.01","39.01","36.91","","-3.82%"
"10/02/2020","39.01","38.18","39.03","37.50","","4.00%"
"07/02/2020","37.51","36.44","38.11","36.42","","2.94%"
"06/02/2020","36.44","37.68","38.57","36.05","","-3.80%"
"05/02/2020","37.88","39.44","57.15","36.69","","-3.96%"
"04/02/2020","39.44","41.81","41.81","38.37","","-5.67%"
"03/02/2020","41.81","40.35","42.35","39.91","","3.62%"
"31/01/2020","40.35","38.90","41.54","38.33","","7.63%"
"30/01/2020","37.49","35.73","41.20","35.73","","4.93%"
"29/01/2020","35.73","36.42","36.48","34.33","","-1.89%"
"28/01/2020","36.42","37.72","37.72","34.51","","-3.45%"
"27/01/2020","37.72","39.29","40.58","36.50","","9.18%"
"24/01/2020","34.55","31.95","35.34","31.95","","8.14%"
"23/01/2020","31.95","29.67","35.93","29.67","","4.07%"
"22/01/2020","30.70","27.66","32.98","27.10","","10.99%"
"21/01/2020","27.66","28.60","30.55","25.88","","-3.29%"
"17/01/2020","28.60","27.37","28.90","27.11","","-3.99%"
"16/01/2020","29.79","33.38","33.38","27.65","","-10.75%"
"15/01/2020","33.38","33.62","34.43","28.58","","-0.71%"
"14/01/2020","33.62","28.47","35.42","28.00","","-1.84%"
"13/01/2020","34.25","30.38","37.14","30.38","","12.74%"
"10/01/2020","30.38","33.22","33.22","29.88","","-8.55%"
"09/01/2020","33.22","33.84","33.84","32.28","","1.90%"
"08/01/2020","32.60","31.80","34.42","30.93","","2.52%"
"07/01/2020","31.80","33.06","33.06","30.60","","-1.61%"
"06/01/2020","32.32","31.92","32.96","30.52","","1.25%"
"03/01/2020","31.92","29.33","32.28","27.90","","11.03%"
"02/01/2020","28.75","28.30","29.28","28.30","","1.59%"
"31/12/2019","28.30","25.86","28.91","25.86","","9.44%"
"30/12/2019","25.86","25.16","27.51","24.96","","2.78%"
"27/12/2019","25.16","24.08","25.79","24.08","","4.49%"
"26/12/2019","24.08","25.46","26.30","24.08","","-5.42%"
"24/12/2019","25.46","25.11","25.54","24.77","","1.39%"
"23/12/2019","25.11","25.54","26.90","24.31","","-1.68%"
"20/12/2019","25.54","25.31","26.05","23.82","","2.98%"
"19/12/2019","24.80","26.77","26.77","23.16","","-7.36%"
"18/12/2019","26.77","25.69","26.94","25.69","","1.67%"
"17/12/2019","26.33","26.51","27.28","25.60","","-0.68%"
"16/12/2019","26.51","25.49","27.63","24.85","","-0.93%"
"13/12/2019","26.76","27.44","29.00","25.99","","-2.48%"
"12/12/2019","27.44","27.78","28.44","27.42","","-1.33%"
"11/12/2019","27.81","27.94","30.19","27.59","","-0.47%"
"10/12/2019","27.94","30.02","30.02","27.75","","-6.93%"
"09/12/2019","30.02","30.02","30.02","30.02","","0.00%"
"06/12/2019","30.02","30.41","30.97","27.22","","-1.28%"
"05/12/2019","30.41","30.90","31.63","29.68","","-5.59%"
"04/12/2019","32.21","31.54","32.31","31.09","","-8.10%"
"03/12/2019","35.05","34.97","36.39","34.58","","0.23%"
"02/12/2019","34.97","34.64","35.21","33.66","","-4.79%"
"29/11/2019","36.73","29.73","36.83","29.73","","19.18%"
"27/11/2019","30.82","31.25","31.25","30.40","","-1.38%"
"26/11/2019","31.25","31.31","31.49","30.54","","-2.04%"
"25/11/2019","31.90","32.38","32.38","31.42","","-1.48%"
"22/11/2019","32.38","34.14","34.14","31.22","","2.50%"
"21/11/2019","31.59","32.20","32.75","29.64","","-1.89%"
"20/11/2019","32.20","31.91","34.97","29.62","","-2.25%"
"19/11/2019","32.94","33.68","33.75","32.94","","-2.20%"
"18/11/2019","33.68","36.08","36.60","33.05","","3.89%"
"15/11/2019","32.42","33.90","33.90","30.97","","-4.48%"
"14/11/2019","33.94","35.15","36.22","31.93","","-3.44%"
"13/11/2019","35.15","34.95","35.96","33.51","","4.18%"
"12/11/2019","33.74","35.10","35.15","32.25","","-1.40%"
"11/11/2019","34.22","34.15","35.13","33.52","","8.81%"
"08/11/2019","31.45","31.45","31.45","31.45","","0.00%"
"07/11/2019","31.45","33.22","33.24","31.41","","-5.33%"
"06/11/2019","33.22","33.77","33.77","32.72","","-1.63%"
"05/11/2019","33.77","35.63","35.63","33.77","","-5.22%"
"04/11/2019","35.63","34.37","36.02","34.37","","3.67%"
"01/11/2019","34.37","33.92","35.36","33.48","","-4.10%"
"31/10/2019","35.84","34.80","36.15","34.52","","4.31%"
"30/10/2019","34.36","35.70","35.70","33.90","","-3.75%"
"29/10/2019","35.70","36.66","36.66","35.23","","0.17%"
"28/10/2019","35.64","34.64","35.83","34.27","","2.89%"
"25/10/2019","34.64","34.29","35.25","33.97","","-3.64%"
"24/10/2019","35.95","35.66","35.99","34.21","","0.81%"
"23/10/2019","35.66","37.18","37.18","35.66","","0.39%"
"22/10/2019","35.52","35.32","35.83","34.70","","-3.11%"
"21/10/2019","36.66","38.20","38.20","36.61","","0.63%"
"18/10/2019","36.43","37.18","37.32","35.73","","-3.39%"
"17/10/2019","37.71","39.47","39.47","37.71","","-4.46%"
"16/10/2019","39.47","38.42","39.61","36.81","","0.00%"
"15/10/2019","39.47","39.44","39.70","38.57","","-1.84%"
"14/10/2019","40.21","40.00","41.79","40.00","","1.41%"
"11/10/2019","39.65","39.91","40.40","39.16","","0.33%"
"10/10/2019","39.52","39.05","39.84","38.26","","4.00%"
"09/10/2019","38.00","39.05","39.05","37.96","","-3.77%"
"08/10/2019","39.49","40.97","40.97","38.09","","0.18%"
"07/10/2019","39.42","39.31","40.37","37.61","","0.28%"
"04/10/2019","39.31","40.40","40.40","37.97","","-2.70%"
"03/10/2019","40.40","39.58","41.62","38.67","","1.97%"
"02/10/2019","39.62","37.51","41.61","35.97","","1.90%"
"01/10/2019","38.88","38.08","39.36","37.34","","0.34%"
"30/09/2019","38.75","38.90","39.59","38.62","","-0.39%"
"27/09/2019","38.90","37.07","40.22","36.99","","3.68%"
"26/09/2019","37.52","37.56","38.36","37.03","","-2.22%"
"25/09/2019","38.37","38.74","41.19","35.88","","-0.96%"
"24/09/2019","38.74","36.96","39.00","36.90","","-1.97%"
"23/09/2019","39.52","39.36","44.76","38.31","","1.36%"
"20/09/2019","38.99","40.35","40.94","38.77","","-5.25%"
"19/09/2019","41.15","40.76","41.18","39.56","","1.76%"
"18/09/2019","40.44","44.89","48.84","36.29","","-9.91%"
"17/09/2019","44.89","48.58","48.58","42.82","","-7.60%"
"16/09/2019","48.58","39.37","77.17","37.63","","36.92%"
"13/09/2019","35.48","35.84","36.57","35.40","","-0.28%"
"12/09/2019","35.58","34.94","38.15","34.84","","1.83%"
"11/09/2019","34.94","32.70","35.90","32.53","","4.14%"
"10/09/2019","33.55","33.20","34.06","32.88","","0.81%"
"09/09/2019","33.28","32.70","33.55","32.70","","0.21%"
"06/09/2019","33.21","33.50","35.00","32.51","","-0.87%"
"05/09/2019","33.50","33.27","47.88","32.80","","-3.07%"
"04/09/2019","34.56","33.74","34.94","33.67","","-3.27%"
"03/09/2019","35.73","36.16","37.30","35.20","","11.10%"
"30/08/2019","32.16","31.78","35.72","30.84","","1.07%"
"29/08/2019","31.82","33.06","33.32","31.69","","-2.75%"
"28/08/2019","32.72","32.69","49.37","31.92","","-2.99%"
"27/08/2019","33.73","33.92","35.04","33.45","","-4.77%"
"26/08/2019","35.42","35.20","41.49","30.98","","0.62%"
"23/08/2019","35.20","32.39","36.26","32.39","","8.68%"
"22/08/2019","32.39","31.27","33.36","31.27","","0.00%"
"21/08/2019","32.39","31.65","44.77","31.18","","0.15%"
"20/08/2019","32.34","32.99","34.07","31.90","","-1.97%"
"19/08/2019","32.99","35.02","35.02","32.68","","-5.80%"
"16/08/2019","35.02","35.70","36.83","34.18","","-3.26%"
"15/08/2019","36.20","37.59","38.13","36.01","","1.03%"
"14/08/2019","35.83","34.62","39.25","34.62","","7.95%"
"13/08/2019","33.19","34.43","35.06","32.24","","-3.60%"
"12/08/2019","34.43","35.14","35.52","32.87","","-2.02%"
"09/08/2019","35.14","35.99","35.99","34.31","","-2.33%"
"08/08/2019","35.98","38.10","38.18","35.79","","-5.56%"
"07/08/2019","38.10","36.43","40.81","36.43","","4.58%"
"06/08/2019","36.43","37.04","37.04","34.75","","-1.65%"
"05/08/2019","37.04","38.08","39.26","36.62","","4.16%"
"02/08/2019","35.56","33.87","38.32","33.79","","-2.39%"
"01/08/2019","36.43","30.24","38.64","30.24","","18.39%"
"31/07/2019","30.77","29.12","30.86","29.12","","2.33%"
"30/07/2019","30.07","31.00","31.28","29.88","","-4.93%"
"29/07/2019","31.63","30.71","32.87","30.71","","-2.04%"
"26/07/2019","32.29","31.95","33.05","31.57","","1.06%"
"25/07/2019","31.95","31.85","32.50","31.69","","-2.77%"
"24/07/2019","32.86","32.25","33.60","29.52","","1.89%"
"23/07/2019","32.25","32.34","33.55","32.17","","-4.10%"
"22/07/2019","33.63","33.88","34.87","32.54","","-3.47%"
"19/07/2019","34.84","32.04","34.93","32.04","","5.35%"
"18/07/2019","33.07","31.39","35.36","31.39","","-5.35%"
"17/07/2019","34.94","32.88","35.01","29.16","","8.98%"
"16/07/2019","32.06","29.40","33.65","29.40","","3.99%"
"15/07/2019","30.83","29.48","31.63","29.48","","1.45%"
"12/07/2019","30.39","29.86","30.68","29.38","","1.77%"
"11/07/2019","29.86","29.37","30.38","29.37","","-2.93%"
"10/07/2019","30.76","29.32","42.54","29.08","","1.52%"
"09/07/2019","30.30","30.71","31.31","30.14","","-10.88%"
"08/07/2019","34.00","35.56","35.87","33.89","","-2.02%"
"05/07/2019","34.70","36.72","37.51","34.54","","-5.50%"
"03/07/2019","36.72","36.82","38.31","35.93","","-2.78%"
"02/07/2019","37.77","35.11","38.63","34.63","","5.15%"
"01/07/2019","35.92","42.85","42.85","33.64","","-8.97%"
"28/06/2019","39.46","37.84","39.72","36.91","","4.28%"
"27/06/2019","37.84","38.75","38.75","36.93","","-1.59%"
"26/06/2019","38.45","38.49","39.71","38.06","","-4.50%"
"25/06/2019","40.26","41.00","41.00","39.17","","-1.80%"
"24/06/2019","41.00","41.89","42.79","40.87","","-2.68%"
"21/06/2019","42.13","40.93","43.31","40.93","","1.13%"
"20/06/2019","41.66","39.90","43.33","39.53","","2.13%"
"19/06/2019","40.79","43.47","43.91","40.27","","-6.08%"
"18/06/2019","43.43","43.73","44.13","42.70","","-5.89%"
"17/06/2019","46.15","42.89","60.42","42.89","","7.60%"
"14/06/2019","42.89","41.37","42.89","41.37","","3.20%"
"13/06/2019","41.56","40.35","41.77","39.68","","-3.48%"
"12/06/2019","43.06","39.99","44.42","39.68","","11.29%"
"11/06/2019","38.69","37.55","39.13","37.53","","-1.10%"
"10/06/2019","39.12","38.75","39.74","38.19","","0.95%"
"07/06/2019","38.75","40.17","40.62","38.71","","-4.70%"
"06/06/2019","40.66","45.19","45.19","40.52","","-10.02%"
"05/06/2019","45.19","44.10","0.00","43.41","","3.98%"
"04/06/2019","43.46","44.30","46.49","43.42","","-7.10%"
"03/06/2019","46.78","45.29","47.00","43.88","","-0.28%"
"31/05/2019","46.91","41.18","47.49","41.18","","18.40%"
"30/05/2019","39.62","35.26","39.84","35.10","","8.76%"
"29/05/2019","36.43","34.74","37.97","34.74","","6.02%"
"28/05/2019","34.36","33.72","34.46","33.08","","3.53%"
"24/05/2019","33.19","31.93","34.32","31.76","","-1.78%"
"23/05/2019","33.79","30.92","37.17","30.92","","19.87%"
"22/05/2019","28.19","26.41","28.41","25.63","","4.68%"
"21/05/2019","26.93","26.43","27.73","26.43","","-2.53%"
"20/05/2019","27.63","27.74","28.38","26.96","","-6.15%"
"17/05/2019","29.44","28.43","29.92","27.71","","0.07%"
"16/05/2019","29.42","29.83","30.90","29.26","","0.55%"
"15/05/2019","29.26","32.18","33.37","29.04","","-8.93%"
"14/05/2019","32.13","33.49","33.49","31.40","","-7.14%"
"13/05/2019","34.60","35.01","35.55","31.87","","5.49%"
"10/05/2019","32.80","32.87","33.06","32.14","","0.99%"
"09/05/2019","32.48","32.99","45.35","32.18","","0.78%"
"08/05/2019","32.23","34.07","34.60","30.11","","-5.40%"
"07/05/2019","34.07","32.79","34.34","32.55","","10.22%"
"06/05/2019","30.91","29.88","32.14","29.88","","3.45%"
"03/05/2019","29.88","30.49","30.49","28.42","","-2.00%"
"02/05/2019","30.49","33.25","33.66","30.44","","3.67%"
"01/05/2019","29.41","28.08","39.44","28.08","","0.34%"